field,value
n_s_sez,14
luogo_pub,IVREA
editore,R. ENRICO
data_pub,1990 [?]
volume,2025-01-01 00:00:00
pagine,PAGINAZIONE VARIA
illustr,ILL.[FOT.]
formato,24
data_crea,1997-10-23 00:00:00
n_scheda,17867
segnatura,S 2
noName,"2,101"
cod_sez,S
n_s_sez,22
autore,"TINTORI, AMEDEO, MONS."
luogo_pub,MODENA
editore,MUCCHI
data_pub,1992
volume,2025-01-01 00:00:00
pagine,240
formato,24
note_sp,PREF. DI MONS. A. ABLONDI
cod_isbn,88-7000-198-9
data_crea,1997-10-23 00:00:00
n_scheda,17866
segnatura,TD
noName,"19,134"
cod_sez,TD
n_s_sez,19
autore,"WIEDENHOFER, SIEGFRIED"
collabor,"MAFFEIS A.,TRAD."
luogo_pub,CINISELLO BALSAMO (MI)
editore,PAOLINE
data_pub,COPYRIGHT 1994
volume,2025-01-01 00:00:00
pagine,341
formato,21
note_sp,UNIVERSO TEOLOGIA/DOGMATICA [COLL.]
cod_isbn,88-215-2744-1
data_crea,1997-10-23 00:00:00
n_scheda,17865
segnatura,SP
noName,"17,195"
cod_sez,SP
n_s_sez,17
collabor,"DI GIOVANNI CARMELO,CURAT."
luogo_pub,CINISELLO BALSAMO (MI)
editore,PAOLINE
data_pub,COPYRIGHT 1989
volume,2025-01-01 00:00:00
pagine,171
formato,20
cod_isbn,88-215-1578-8
data_crea,1997-10-23 00:00:00
n_scheda,17864
segnatura,SP
noName,"17,194"
cod_sez,SP
n_s_sez,17
titolo,VENERABILE STRADA DEI PADRI DELLA CHIESA. UNO SGUARDO AL PASSATO P ER COSTRUIRE IL FUTURO
collabor,"PIERINI FRANCO,CURAT."
luogo_pub,ALBA (CN)
editore,PAOLINE
data_pub,1993
volume,2025-01-01 00:00:00
pagine,237
formato,19
note_sp,CONTRIBUTI DI AA.VV.; VITA PASTORALE [COLL.]
data_crea,1997-10-23 00:00:00
n_scheda,17863
segnatura,SP
noName,"17,193"
cod_sez,SP
n_s_sez,17
autore,"MAINETTI, GIUSEPPINA"
luogo_pub,TORINO
editore,L.I.C.E.-BERRUTI
data_pub,1934
volume,2025-01-01 00:00:00
pagine,175
formato,19
data_crea,1997-10-23 00:00:00
n_scheda,17862
segnatura,SP
noName,"17,192"
cod_sez,SP
n_s_sez,17
autore,"BELLAVISTA, TEODORO"
edizione,II
luogo_pub,ROMA
editore,ARTI GRAFICHE DEL MARRO
data_pub,COPYRIGHT 1986
volume,2025-01-01 00:00:00
pagine,132
illustr,ILL.[A COL.]
formato,21.5
data_crea,1997-10-23 00:00:00
n_scheda,17861
segnatura,SP
noName,"11,77"
cod_sez,SP
n_s_sez,11
autore,"VALASSINA, GIOVANNI"
luogo_pub,COMO
editore,P. CAIROLI
data_pub,COPYRIGHT 1968
volume,2025-01-01 00:00:00
pagine,301
formato,21
data_crea,1997-10-23 00:00:00
n_scheda,17860
segnatura,SP
noName,"11,76"
cod_sez,SP
n_s_sez,11
autore,"LO GIUDICE, GIUSEPPE"
luogo_pub,ROMA
editore,OLIMPICA
data_pub,1976
volume,2025-01-01 00:00:00
pagine,182
illustr,ILL. [FOT.]
formato,19.5
data_crea,1997-10-23 00:00:00
n_scheda,17859
segnatura,SP
noName,"11,29"
cod_sez,SP
n_s_sez,11
autore,"LOCATELLI, GIOVANNI ; DONADONI, TINO"
edizione,I
luogo_pub,TORINO
editore,BORLA
data_pub,COPYRIGHT 1964
volume,2025-01-01 00:00:00
pagine,208
formato,21
note_sp,"TESTIMONIANZE,84 [COLL.]"
data_crea,1997-10-23 00:00:00
n_scheda,17858
segnatura,CP
noName,"1/7,III"
cod_sez,DE
n_s_sez,2
autore,"BARTH, ALFRED"
titolo,"ENCICLOPEDIA CATECHETICA. V. III: LA VITA SECONDO I COMANDAMENTI. LE ULTIME COSE DATA ED. POSTA IN FONDO AL V.; [OP. DOPPIA, DIVERSA ED.]"
collabor,"GALATI LICINIO,S.S.P.,CURAT."
edizione,II
luogo_pub,ROMA
editore,PAOLINE
data_pub,1964
volume,2025-03-03 00:00:00
pagine,864
formato,21
note_sp,"FRONT.AGG.: MULTIFORMIS SAPIENTIA, N. 5, COLL. DIR"
data_crea,1997-10-23 00:00:00
n_scheda,17857
segnatura,CP
noName,"1/7,II"
cod_sez,DE
n_s_sez,2
autore,"BARTH, ALFRED"
titolo,"ENCICLOPEDIA CATECHETICA. V. II: LA CHIESA E I SACRAMENTI DATA ED. POSTA IN FONDO AL V.; [OP. DOPPIA, DIVERSA ED.]"
collabor,"GALATI LICINIO,S.S.P.,CURAT."
edizione,II
luogo_pub,ROMA
editore,PAOLINE
data_pub,1960
volume,2025-03-02 00:00:00
pagine,816
formato,21
note_sp,"FRONT.AGG.: MULTIFORMIS SAPIENTIA, N. 4, COLL. DIR"
data_crea,1997-10-23 00:00:00
n_scheda,17856
segnatura,CP
noName,"1/7,I (I-III)"
cod_sez,DE
n_s_sez,2
autore,"BARTH, ALFRED"
titolo,"ENCICLOPEDIA CATECHETICA. V. I: DIO E LA NOSTRA REDENZIONE DATA ED. POSTA IN FONDO AL V.; [OP. DOPPIA, DIVERSA ED.]"
collabor,"GALATI LICINIO,S.S.P.,CURAT."
edizione,II
luogo_pub,ROMA
editore,PAOLINE
data_pub,1960
volume,2025-03-01 00:00:00
pagine,688
formato,21
note_sp,"FRONT.AGG.: MULTIFORMIS SAPIENTIA, N. 3, COLL. DIR"
data_crea,1997-10-23 00:00:00
n_scheda,17855
segnatura,BL
noName,"0,16"
cod_sez,BL
n_s_sez,0
autore,"PACE, GIUSEPPE M., S.D.B."
luogo_pub,LEUMANN-TORINO
editore,ELLE.DI.CI.
data_pub,1964
volume,2025-01-01 00:00:00
pagine,599
illustr,ILL.
formato,24
data_crea,1997-10-23 00:00:00
n_scheda,17854
segnatura,SO
noName,"17,2"
cod_sez,SO
n_s_sez,17
autore,"VALENZANO, GIGI"
luogo_pub,IVREA
editore,ASS. IT. SCLEROSI MULTIPLA
data_pub,1993
volume,2025-01-01 00:00:00
pagine,157
illustr,ILL. [FOT.]
formato,24
note_sp,CON IL PATROCINIO DELLA PRESIDENZA DELLA PROVINCIA
data_crea,1997-10-23 00:00:00
n_scheda,17853
segnatura,L 4
noName,",40"
cod_sez,L
n_s_sez,4
autore,"SANTANTONI, ANTONIO"
titolo,"L'ORDINAZIONE EPISCOPALE. STORIA E TEOLOGIA DEI RITI DELL'ORDINAZION E, NELLE ANTICHE LITURGIE DELL'OCCIDENTE"
luogo_pub,ROMA
editore,ANSELMIANA
data_pub,1976
volume,2025-01-01 00:00:00
pagine,306
formato,24
note_sp,"ANALECTA LITURGICA 2, VOL. 69"
data_crea,1997-10-23 00:00:00
n_scheda,17852
segnatura,L 3
noName,",9"
cod_sez,L
n_s_sez,3
autore,"STEUART, BENEDICT, O.S.B."
luogo_pub,BRESCIA
editore,MORCELLIANA
data_pub,COPYRIGHT 1957
volume,2025-01-01 00:00:00
pagine,326
formato,23
data_crea,1997-10-23 00:00:00
n_scheda,17851
segnatura,AE
noName,"6,19"
cod_sez,AE
n_s_sez,6
autore,"GIOVANNI PAOLO II, PAPA"
luogo_pub,MILANO
editore,FABBRI
data_pub,COPYRIGHT 1992
volume,2025-01-01 00:00:00
pagine,94
formato,21
data_crea,1997-10-23 00:00:00
n_scheda,17850
segnatura,PE
noName,"4,82"
cod_sez,PE
n_s_sez,4
autore,"SPENCER, HERBERT"
luogo_pub,PARIS
editore,BAILLIERE & C.IE
data_pub,MANCANTE
volume,2025-01-01 00:00:00
pagine,"VI,223"
formato,14.5
data_crea,1997-10-23 00:00:00
n_scheda,17849
segnatura,P 8
noName,"/18,II"
cod_sez,P
n_s_sez,8
titolo,"LA TEOLOGIA DEI PADRI; TESTI DEI PADRI LATINI, GRECI, ORIENTALI SCEL TI E ORDINATI PER TEMI. V. II: GRAZIA - CRISTO - SANTIFICAZIONE"
collabor,CORTI G. / SPINELLI M. [TRAD. A CURA DI]
luogo_pub,ROMA
editore,CITTA` NUOVA
data_pub,COPYRIGHT 1974
volume,2025-02-02 00:00:00
pagine,355
formato,23
data_crea,1997-10-21 00:00:00
n_scheda,17848
segnatura,P 8
noName,"/18,I (I-II)"
cod_sez,P
n_s_sez,8
titolo,"LA TEOLOGIA DEI PADRI; TESTI DEI PADRI LATINI, GRECI, ORIENTALI SCEL TI E ORDINATI PER TEMI. V. I: DIO - CREAZIONE - UOMO - PECCATO"
collabor,CORTI G. / SPINELLI M. [TRAD. A CURA DI]
luogo_pub,ROMA
editore,CITTA` NUOVA
data_pub,COPYRIGHT 1974
volume,2025-02-01 00:00:00
pagine,"XXXI,376"
formato,23
data_crea,1997-10-21 00:00:00
n_scheda,17847
segnatura,L 6
noName,",9"
cod_sez,L
n_s_sez,6
autore,"ALUFFI, ALDO, S.I."
edizione,I
luogo_pub,CASALE MONFERRATO (AL)
editore,PIEMME
data_pub,COPYRIGHT 1989
volume,2025-01-01 00:00:00
pagine,295
formato,21
cod_isbn,88-384-1415-7
data_crea,1997-10-21 00:00:00
n_scheda,17846
segnatura,LE
noName,"3-A/25,III"
cod_sez,LE
n_s_sez,3
soggetto,DIVINA COMMEDIA - COMMENTI
autore,"ALIGHIERI, DANTE"
titolo,LA DIVINA COMMEDIA. V. III: PARADISO OLASTICA DI CLASSICI ITALIANI FONDATA DA G. CARDUCCI]
collabor,"CASINI TOMMASO,CURAT. / BARBI S.A.,ED."
edizione,VI ACCR.
luogo_pub,FIRENZE
editore,SANSONI
data_pub,1954
volume,2025-03-03 00:00:00
pagine,687-1067
formato,20
note_sp,"DATA ED. POSTA IN FONDO AL VOL., PAGINAZIONE CONTI"
data_crea,1997-10-21 00:00:00
n_scheda,17845
segnatura,LE
noName,"3-A/25,II"
cod_sez,LE
n_s_sez,3
soggetto,DIVINA COMMEDIA - COMMENTI
autore,"ALIGHIERI, DANTE"
titolo,LA DIVINA COMMEDIA. V. II: PURGATORIO OLASTICA DI CLASSICI ITALIANI FONDATA DA G. CARDUCCI]
collabor,"CASINI TOMMASO,CURAT. / BARBI S.A.,ED."
edizione,VI ACCR.
luogo_pub,FIRENZE
editore,SANSONI
data_pub,1954
volume,2025-03-02 00:00:00
pagine,339-684
formato,20
note_sp,"DATA ED. POSTA IN FONDO AL VOL., PAGINAZIONE CONTI"
data_crea,1997-10-21 00:00:00
n_scheda,17844
segnatura,LE
noName,"3-A/25,I (I-III)"
cod_sez,LE
n_s_sez,3
soggetto,DIVINA COMMEDIA - COMMENTI
autore,"ALIGHIERI, DANTE"
titolo,LA DIVINA COMMEDIA. V. I: INFERNO COLASTICA DI CLASSICI ITALIANI FONDATA DA G. CARDUCCI]
collabor,"CASINI TOMMASO,CURAT. / BARBI S.A.,ED."
edizione,VI ACCR.
luogo_pub,FIRENZE
editore,SANSONI
data_pub,1955
volume,2025-03-01 00:00:00
pagine,"XV,335"
formato,20
note_sp,"DATA ED. POSTA IN FONDO AL VOL., PAGINAZIONE CONTI"
data_crea,1997-10-21 00:00:00
n_scheda,17843
segnatura,SP
noName,"4,36"
cod_sez,SP
n_s_sez,4
autore,"TERESA, D'AVILA, S."
titolo,"OPERE NTO,DI NOVARA [TRAD. A CURA DI]"
collabor,"EGIDIO DI GESU`,CARMELITANI SCALZI-VENETO / FEDERICO DEL SS. SACRAME"
edizione,VII
luogo_pub,ROMA
editore,POSTULAZIONE GENERALE O.C.D.
data_pub,1981
volume,2025-01-01 00:00:00
pagine,1598
illustr,ANT.
formato,17
data_crea,1997-10-16 00:00:00
n_scheda,17842
segnatura,R 2
noName,",II/4,V"
cod_sez,R
n_s_sez,2
autore,"AMBROGIO, S."
titolo,"OPERE E CATTOLICA, DIRETTA DA PIERO ROSSANO"
collabor,"COPPA GIOVANNI,CURAT."
edizione,I
luogo_pub,TORINO
editore,U.T.E.T.
data_pub,COPYRIGHT 1969
volume,2025-01-01 00:00:00
pagine,1096
formato,23
collezion,"CLASSICI DELLE RELIGIONI/LA RELIGIONE CATTOLICA, V"
note_sp,PRIMO FRONT. AGG.: CLASSICI DELLE RELIGIONI/SEZ. Q
cod_isbn,88-02-01818-9
data_crea,1997-10-16 00:00:00
n_scheda,17841
segnatura,L 4
noName,",39"
cod_sez,L
n_s_sez,4
autore,"RINAUDO, SPIRITO"
edizione,"II, E II RISTAMPA"
luogo_pub,LEUMANN-TORINO
editore,ELLE.DI.CI.
data_pub,1969
volume,2025-01-01 00:00:00
pagine,"XX,908"
formato,19.5
note_sp,"FONS VERITATIS [COLL.]; OP. DOPPIA, DIVERSA ED."
data_crea,1997-10-16 00:00:00
n_scheda,17840
segnatura,L 4
noName,",38"
cod_sez,L
n_s_sez,4
autore,"RINAUDO, SPIRITO"
titolo,"I SALMI, PREGHIERA DI CRISTO E DELLA CHIESA ITURGIA RINNOVATA DAL VATICANO II; [OP. DOPPIA, DIVERSA ED.]"
edizione,"V, E V RISTAMPA"
luogo_pub,LEUMANN-TORINO
editore,ELLE.DI.CI.
data_pub,1981
volume,2025-01-01 00:00:00
pagine,815
formato,21
note_sp,V ED. COMPLETAMENTE RIFUSA SECONDO L'USO E L'INTER
data_crea,1997-10-16 00:00:00
n_scheda,17839
segnatura,#N/A
noName,#N/A
cod_sez,L
n_s_sez,4
autore,"RINAUDO, SPIRITO"
titolo,"I SALMI, PREGHIERA DI CRISTO E DELLA CHIESA ITURGIA RINNOVATA DAL VATICANO II; [OP. DOPPIA, DIVERSA ED.]"
edizione,"V,E V RISTAMPA"
luogo_pub,LEUMANN-TORINO
editore,ELLE.DI.CI.
data_pub,1981
volume,2025-01-01 00:00:00
pagine,815
formato,21
note_sp,V ED. COMPLETAMENTE RIFUSA SECONDO L'USO E L'INTER
data_crea,1997-10-16 00:00:00
n_scheda,17838
segnatura,SE
noName,"6,21"
cod_sez,SE
n_s_sez,6
autore,"BONACINA, CARLO, SAC."
titolo,"STORIA UNIVERSALE DELLA CHIESA CATTOLICA, DURANTE IL PONTIFICATO DI LEONE XIII . ROHRBACHER, CURAT. PIETRO BALAN; [OP. DOPPIA, DIVERSA PAGINAZIONE]"
luogo_pub,TORINO-ROMA
editore,MARIETTI
data_pub,1903
volume,2025-01-01 00:00:00
pagine,"VII,1306"
formato,22.5
note_sp,...IN CONTINUAZIONE ALLA STORIA UNIV. DELLA CHIESA
data_crea,1997-10-16 00:00:00
n_scheda,17837
segnatura,SE
noName,"6,20"
cod_sez,SE
n_s_sez,6
autore,"BONACINA, CARLO, SAC."
titolo,"STORIA UNIVERSALE DELLA CHIESA CATTOLICA, DURANTE IL PONTIFICATO DI LEONE XIII . ROHRBACHER, CURAT. PIETRO BALAN"
luogo_pub,TORINO-ROMA
editore,MARIETTI
data_pub,1903
volume,2025-01-01 00:00:00
pagine,"IX,1306"
formato,22.5
note_sp,...IN CONTINUAZIONE ALLA STORIA UNIV. DELLA CHIESA
data_crea,1997-10-16 00:00:00
n_scheda,17836
segnatura,SE
noName,"6/18,III"
cod_sez,SE
n_s_sez,6
autore,"ROHRBACHER, R."
collabor,"BALAN PIETRO,MONS.,CURAT."
edizione,II
luogo_pub,TORINO
editore,MARIETTI
data_pub,1887
volume,2025-03-03 00:00:00
pagine,940
formato,23
data_crea,1997-10-16 00:00:00
n_scheda,17835
segnatura,X A
noName,",VI/23"
cod_sez,AR
n_s_sez,0
titolo,PITTURA IN ALTO LARIO E IN VALTELLINA; DALL'ALTO MEDIOEVO AL SETTECE NTO
collabor,"GREGORI MINA,CURAT."
luogo_pub,MILANO
editore,CARIPLO / A. PIZZI
data_pub,COPYRIGHT 1995
volume,2025-01-01 00:00:00
pagine,"XXV,341"
illustr,ILL.[IN BIANCONERO E A COL.]
formato,29
note_sp,I CENTRI DELLA PITTURA LOMBARDA
data_crea,1997-10-16 00:00:00
n_scheda,17834
segnatura,X A
noName,",VI/22,III"
cod_sez,AR
n_s_sez,0
autore,"CHIRONE, VANNA"
titolo,CHIESE DI TUTTI I TEMPI. PANORAMA DI ARCHITETTURA RELIGIOSA. V. III: DAL BAROCCO AI GIORNI NOSTRI
luogo_pub,TORINO
editore,PAOLINE
data_pub,1960
volume,2025-03-03 00:00:00
pagine,"8 F.P.,308"
illustr,ILL.[IN BIANCONERO E A COL.]
formato,31
data_crea,1997-10-16 00:00:00
n_scheda,17833
segnatura,X A
noName,",VI/22,II"
cod_sez,AR
n_s_sez,0
autore,"CHIRONE, VANNA"
titolo,CHIESE DI TUTTI I TEMPI. PANORAMA DI ARCHITETTURA RELIGIOSA. V. II: DALL'ETA` GOTICA AL RINASCIMENTO
luogo_pub,TORINO
editore,PAOLINE
data_pub,1960
volume,2025-03-02 00:00:00
pagine,"VI [VIII],297"
illustr,ILL.[IN BIANCONERO E A COL.]
formato,31
data_crea,1997-10-16 00:00:00
n_scheda,17832
segnatura,X A
noName,",VI/22,I (I-III)"
cod_sez,AR
n_s_sez,0
autore,"CHIRONE, VANNA"
titolo,CHIESE DI TUTTI I TEMPI. PANORAMA DI ARCHITETTURA RELIGIOSA. V. I: D ALL'ETA` PALEOCRISTIANA ALL'ETA` ROMANICA
luogo_pub,TORINO
editore,PAOLINE
data_pub,1959
volume,2025-03-01 00:00:00
pagine,"VI [VIII],293"
illustr,ILL.[IN BIANCONERO E A COL.]
formato,31
data_crea,1997-10-16 00:00:00
n_scheda,17831
segnatura,X A
noName,",VI/21"
cod_sez,AR
n_s_sez,0
autore,"GRASSI, EMANUELE"
edizione,I
luogo_pub,MILANO
editore,MONDADORI
data_pub,COPYRIGHT 1981
volume,2025-01-01 00:00:00
pagine,179
illustr,ILL. [FOT. A COL.]
formato,28.5
data_crea,1997-10-16 00:00:00
n_scheda,17830
segnatura,X A
noName,",VI/20"
cod_sez,AR
n_s_sez,0
autore,"ROITER, FULVIO ; TORELLI, GIORGIO"
titolo,LUOGHI DELLA SPERANZA. IL BRASILE DI MARCELLO CANDIA DON PEPPINO ORSINI
luogo_pub,MILANO
editore,CREDITO ARTIGIANO / A. PIZZI
data_pub,COPYRIGHT 1991
volume,2025-01-01 00:00:00
pagine,180
illustr,"ANT., ILL. [FOT. A COL.]"
formato,30
note_sp,PRES. DI CARLO M. MARTINI; SCRITTI INEDITI DI M. C
data_crea,1997-10-16 00:00:00
n_scheda,17829
segnatura,BL
noName,"13/76,II"
cod_sez,BL
n_s_sez,13
titolo,IL NUOVO TESTAMENTO PER UOMINI DEL NOSTRO TEMPO. ATTI DEGLI APOSTOLI - LETTERE - APOCALISSE. II DEL]
collabor,"MONTINI FRANCO,TRAD. / CENTRO CATECHISTICO SALESIANO-TORINO [A CURA"
luogo_pub,TORINO-LEUMANN
editore,ELLE.DI.CI.
data_pub,1972
volume,2025-02-02 00:00:00
pagine,402
illustr,ILL.[FOT.]
formato,21
data_crea,1997-10-15 00:00:00
n_scheda,17828
segnatura,BL
noName,"13/76,I (I-II)"
cod_sez,BL
n_s_sez,13
titolo,IL NUOVO TESTAMENTO PER UOMINI DEL NOSTRO TEMPO. MATTEO - MARCO - LU CA - GIOVANNI. I DEL]
collabor,"MONTINI FRANCO,TRAD. / CENTRO CATECHISTICO SALESIANO-TORINO [A CURA"
luogo_pub,TORINO-LEUMANN
editore,ELLE.DI.CI.
data_pub,1972
volume,2025-02-01 00:00:00
pagine,347
illustr,ILL.[FOT.]
formato,21
data_crea,1997-10-15 00:00:00
n_scheda,17827
segnatura,SE
noName,"1/8,IV"
cod_sez,SE
n_s_sez,1
titolo,SANTI E SANTUARI. ATLANTE DEI PERSONAGGI E DEI LUOGHI DELLA FEDE. V. IV FA / [PAGINAZIONE CONTINUA]
luogo_pub,MILANO
editore,COMPAGNIA GENERALE EDITORIALE S.P.A.
data_pub,1980
volume,2025-04-04 00:00:00
pagine,"8 F.P.,1152-1535"
illustr,ILL.[A COL.]
formato,26
note_sp,DIR. RESPONSABILE SILVIO BERTOLDI; CONSULENZA DI M
data_crea,1997-10-15 00:00:00
n_scheda,17826
segnatura,SE
noName,"1/8,III"
cod_sez,SE
n_s_sez,1
titolo,SANTI E SANTUARI. ATLANTE DEI PERSONAGGI E DEI LUOGHI DELLA FEDE. V. III FA / [PAGINAZIONE CONTINUA]
luogo_pub,MILANO
editore,COMPAGNIA GENERALE EDITORIALE S.P.A.
data_pub,1979
volume,2025-04-03 00:00:00
pagine,"8 F.P.,768-1151"
illustr,ILL.[A COL.]
formato,26
note_sp,DIR. RESPONSABILE SILVIO BERTOLDI; CONSULENZA DI M
data_crea,1997-10-15 00:00:00
n_scheda,17825
segnatura,SE
noName,"1/8,II"
cod_sez,SE
n_s_sez,1
titolo,SANTI E SANTUARI. ATLANTE DEI PERSONAGGI E DEI LUOGHI DELLA FEDE. V. II FA / [PAGINAZIONE CONTINUA]
luogo_pub,MILANO
editore,COMPAGNIA GENERALE EDITORIALE S.P.A.
data_pub,1979
volume,2025-04-02 00:00:00
pagine,384-767
illustr,ILL.[A COL.]
formato,26
note_sp,DIR. RESPONSABILE SILVIO BERTOLDI; CONSULENZA DI M
data_crea,1997-10-15 00:00:00
n_scheda,17824
segnatura,SE
noName,"1/8,I (I-IV)"
cod_sez,SE
n_s_sez,1
titolo,SANTI E SANTUARI. ATLANTE DEI PERSONAGGI E DEI LUOGHI DELLA FEDE. V. I FA
luogo_pub,MILANO
editore,COMPAGNIA GENERALE EDITORIALE S.P.A.
data_pub,1979
volume,2025-04-01 00:00:00
pagine,"8 F.P.,383"
illustr,ILL.[A COL.]
formato,26
note_sp,DIR. RESPONSABILE SILVIO BERTOLDI; CONSULENZA DI M
data_crea,1997-10-15 00:00:00
n_scheda,17823
segnatura,P 2
noName,",XIII/4,II"
cod_sez,P
n_s_sez,2
autore,"AGOSTINO, S."
collabor,MINUTI R. / MARSIGLIO R. [TRAD. A CURA DI]
edizione,II
luogo_pub,ROMA
editore,CITTA` NUOVA
data_pub,COPYRIGHT 1967
volume,2025-01-01 00:00:00
pagine,539
formato,21
collezion,"I VANGELI COMMENTATI DAI PADRI, V. 4/II"
note_sp,"OP. DOPPIA, DIVERSA ED."
data_crea,1997-10-15 00:00:00
n_scheda,17822
segnatura,P 2
noName,",XIII/4,I"
cod_sez,P
n_s_sez,2
autore,"AGOSTINO, S."
collabor,MINUTI R. / MARSIGLIO R. [TRAD. A CURA DI]
edizione,II
luogo_pub,ROMA
editore,CITTA` NUOVA
data_pub,COPYRIGHT 1967
volume,2025-01-01 00:00:00
pagine,528
formato,21
collezion,"I VANGELI COMMENTATI DAI PADRI, V. 4/I"
note_sp,"OP. DOPPIA, DIVERSA ED."
data_crea,1997-10-15 00:00:00
n_scheda,17821
segnatura,P 2
noName,",XIII/3,II"
cod_sez,P
n_s_sez,2
autore,"AMBROGIO, S."
collabor,MINUTI R. / MARSIGLIO R. [TRAD. A CURA DI]
edizione,II
luogo_pub,ROMA
editore,CITTA` NUOVA
data_pub,COPYRIGHT 1968
volume,2025-01-01 00:00:00
pagine,310
formato,21
collezion,"I VANGELI COMMENTATI DAI PADRI, V. 3/II"
note_sp,"OP. DOPPIA, DIVERSA ED."
data_crea,1997-10-15 00:00:00
n_scheda,17820
segnatura,P 2
noName,",XIII/3,I"
cod_sez,P
n_s_sez,2
autore,"AMBROGIO, S."
collabor,MINUTI R. / MARSIGLIO R. [TRAD. A CURA DI]
luogo_pub,ROMA
editore,CITTA` NUOVA
data_pub,COPYRIGHT 1966
volume,2025-01-01 00:00:00
pagine,344
formato,21
collezion,"I VANGELI COMMENTATI DAI PADRI, V. 3/I"
note_sp,"OP. DOPPIA, DIVERSA ED."
data_crea,1997-10-15 00:00:00
n_scheda,17819
segnatura,P 2
noName,",XIII/2"
cod_sez,P
n_s_sez,2
autore,"GIROLAMO, S."
collabor,MINUTI R. / MARSIGLIO R. [TRAD. A CURA DI]
luogo_pub,ROMA
editore,CITTA` NUOVA
data_pub,COPYRIGHT 1965
volume,2025-01-01 00:00:00
pagine,104
formato,21
collezion,"I VANGELI COMMENTATI DAI PADRI, V. 2"
note_sp,"OP. DOPPIA, DIVERSA ED."
data_crea,1997-10-15 00:00:00
n_scheda,17818
segnatura,P 2
noName,",XIII/1,III"
cod_sez,P
n_s_sez,2
autore,"GIOVANNI, CRISOSTOMO, S."
collabor,MINUTI R. / MONTI F. [TRAD. A CURA DI]
edizione,II
luogo_pub,ROMA
editore,CITTA` NUOVA
data_pub,COPYRIGHT 1969
volume,2025-01-01 00:00:00
pagine,380
formato,21
collezion,"I VANGELI COMMENTATI DAI PADRI, V. 1/III"
note_sp,"OP. DOPPIA, DIVERSA ED."
data_crea,1997-10-15 00:00:00
n_scheda,17817
segnatura,P 2
noName,",XIII/1,II"
cod_sez,P
n_s_sez,2
autore,"GIOVANNI, CRISOSTOMO, S."
collabor,MINUTI R. / MONTI F. [TRAD. A CURA DI]
edizione,II
luogo_pub,ROMA
editore,CITTA` NUOVA
data_pub,COPYRIGHT 1968
volume,2025-01-01 00:00:00
pagine,422
formato,21
collezion,"I VANGELI COMMENTATI DAI PADRI, V. 1/II"
note_sp,"OP. DOPPIA, DIVERSA ED."
data_crea,1997-10-15 00:00:00
n_scheda,17816
segnatura,P 2
noName,",XIII/1,I"
cod_sez,P
n_s_sez,2
autore,"GIOVANNI, CRISOSTOMO, S."
collabor,MINUTI R. / MONTI F. [TRAD. A CURA DI]
edizione,II
luogo_pub,ROMA
editore,CITTA` NUOVA
data_pub,COPYRIGHT 1967
volume,2025-01-01 00:00:00
pagine,393
formato,21
collezion,"I VANGELI COMMENTATI DAI PADRI, V. 1,I"
note_sp,"OP. DOPPIA, DIVERSA ED."
data_crea,1997-10-15 00:00:00
n_scheda,17815
segnatura,BL
noName,"11,64"
cod_sez,BL
n_s_sez,11
autore,"GIORDANI, IGINO"
luogo_pub,TORINO
editore,S.E.I.
data_pub,1951
volume,2025-01-01 00:00:00
pagine,502
illustr,"ANT.,ILL.,TAV.[ANCHE A COL.]"
formato,31.5
data_crea,1997-10-15 00:00:00
n_scheda,17814
segnatura,BL
noName,"15,53"
cod_sez,BL
n_s_sez,15
titolo,"IL GRANDE ATLANTE DELLA BIBBIA. LA STORIA, I LUOGHI, I COSTUMI DELLA TERRA SANTA"
edizione,I
luogo_pub,MILANO
editore,SELEZIONE READER'S DIGEST
data_pub,COPYRIGHT 1986
volume,2025-01-01 00:00:00
pagine,304
illustr,ILL.[A COL.]
formato,30
cod_isbn,88-7045-062-7
data_crea,1997-10-15 00:00:00
n_scheda,17813
segnatura,BL
noName,"15,52"
cod_sez,BL
n_s_sez,15
autore,"MAYER, FRED ; BRUIN, PAUL"
collabor,"RITZERFELD G.,TRAD."
edizione,VI
luogo_pub,TORINO
editore,PAOLINE
data_pub,COPYRIGHT 1989
volume,2025-01-01 00:00:00
pagine,269
illustr,ILL.[A COL.]
formato,30
note_sp,INTROD. DI GIANFRANCO RAVASI
cod_isbn,88-215-1339-4
data_crea,1997-10-15 00:00:00
n_scheda,17812
segnatura,SP
noName,"3/28,III"
cod_sez,SP
n_s_sez,3
titolo,"INNI A CRISTO E UN CONCERTO DI MINIATURE, NEL PRIMO MILLENNIO DELLA CHIESA. III"
collabor,"BERSELLI C.,CURAT."
edizione,II
luogo_pub,TORINO
editore,PAOLINE
data_pub,COPYRIGHT 1988
volume,2025-03-03 00:00:00
pagine,126
illustr,ILL.[A COL.]
formato,24
cod_isbn,88-315-0107-0
data_crea,1997-10-15 00:00:00
n_scheda,17811
segnatura,SP
noName,"3/28,II"
cod_sez,SP
n_s_sez,3
titolo,"LODI ALLA MADONNA, NEL PRIMO MILLENNIO DELLE CHIESE D'ORIENTE E D'OC CIDENTE. II"
collabor,BERSELLI C. / GHARIB G. [A CURA DI]
edizione,III
luogo_pub,TORINO
editore,PAOLINE
data_pub,COPYRIGHT 1986
volume,2025-03-02 00:00:00
pagine,110
illustr,ILL.[A COL.]
formato,24
